Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF3LLCA,2022.09,591.422,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2022.12,619.233,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2023.03,596.688,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2023.06,611.53,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2023.09,614.784,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2023.12,635.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2024.03,629.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2024.06,610.332,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2024.09,627.115,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2024.12,650.591,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3LLCA,2025.03,625.378,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Rental, Hiring and Real Estate Services",Current,Unadjusted,
BDCQ.SF3MN1CA,2016.06,2727.571,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2016.09,2777.688,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2016.12,2841.521,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2017.03,2839.823,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2017.06,2959.113,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2017.09,2960.085,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2017.12,3130.792,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2018.03,3101.242,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2018.06,3241.45,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2018.09,3298.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2018.12,3430.35,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2019.03,3279.177,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2019.06,3440.097,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2019.09,3437.586,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2019.12,3699.784,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2020.03,3453.535,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2020.06,3443.466,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2020.09,3667.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2020.12,3772.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2021.03,3759.112,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2021.06,3967.413,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2021.09,4048.726,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2021.12,4258.867,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2022.03,4247.051,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2022.06,4427.144,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2022.09,4572.705,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2022.12,4667.285,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2023.03,4695.713,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2023.06,4790.849,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2023.09,4806.696,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2023.12,4932.693,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2024.03,4868.621,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2024.06,4967.926,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2024.09,4981.415,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2024.12,5069.631,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN1CA,2025.03,4844.336,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF3MN2CA,2016.06,1019.302,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2016.09,916.284,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2016.12,989.697,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2017.03,997.972,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2017.06,1075.146,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2017.09,1028.167,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2017.12,1087.366,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2018.03,1054.875,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2018.06,1181.745,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2018.09,1082.856,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2018.12,1118.599,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2019.03,1071.749,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2019.06,1184.455,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2019.09,1107.799,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2019.12,1219.811,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2020.03,1098.207,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2020.06,1168.338,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2020.09,1089.883,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2020.12,1118.973,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2021.03,1090.125,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2021.06,1290.78,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2021.09,1209.973,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2021.12,1275.96,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2022.03,1274.311,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2022.06,1445.436,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2022.09,1367.555,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2022.12,1407.259,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2023.03,1429.495,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2023.06,1615.056,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2023.09,1496.565,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2023.12,1525.591,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2024.03,1517.605,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2024.06,1601.071,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2024.09,1457.461,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2024.12,1497.541,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MN2CA,2025.03,1426.222,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF3MNCA,2016.06,3746.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2016.09,3693.972,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2016.12,3831.218,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2017.03,3837.795,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2017.06,4034.259,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2017.09,3988.252,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2017.12,4218.158,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2018.03,4156.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2018.06,4423.195,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2018.09,4381.22,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2018.12,4548.949,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2019.03,4350.926,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2019.06,4624.552,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2019.09,4545.385,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2019.12,4919.595,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2020.03,4551.742,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2020.06,4611.804,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2020.09,4757.013,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2020.12,4890.997,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2021.03,4849.237,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2021.06,5258.193,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2021.09,5258.699,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2021.12,5534.828,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2022.03,5521.362,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2022.06,5872.579,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2022.09,5940.26,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2022.12,6074.544,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2023.03,6125.208,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2023.06,6405.905,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2023.09,6303.261,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2023.12,6458.285,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2024.03,6386.227,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2024.06,6568.997,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2024.09,6438.876,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2024.12,6567.172,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3MNCA,2025.03,6270.557,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Salaries and wages,"Professional, Scientific, Technical, Administrative and Support Services",Current,Unadjusted,
BDCQ.SF3PP1CA,2016.06,287.789,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2016.09,277.51,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2016.12,288.452,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2017.03,271.776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2017.06,293.222,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2017.09,297.711,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2017.12,303.636,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2018.03,291.346,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2018.06,316.418,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2018.09,319.914,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2018.12,341.139,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2019.03,310.763,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2019.06,331.755,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2019.09,350.96,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2019.12,361.879,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2020.03,334.186,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
BDCQ.SF3PP1CA,2020.06,328.049,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Salaries and wages,Education and Training,Current prices,Unadjusted,
